original_file,start,duration,word,file,stem,lem,split
3584561689_b6eb24dd70_0.wav,1.9,0.57,BASKETBALL,BASKETBALL_1_9_3584561689_b6eb24dd70_0.wav,basketbal,BASKETBALL,validation
2293424366_7b5fcd2398_1.wav,1.37,0.67,BASKETBALL,BASKETBALL_1_37_2293424366_7b5fcd2398_1.wav,basketbal,BASKETBALL,validation
2568417021_afa68423e5_4.wav,3.68,0.8,BASKETBALL,BASKETBALL_3_68_2568417021_afa68423e5_4.wav,basketbal,BASKETBALL,validation
3343106500_27176fc544_1.wav,1.01,0.65,BASKETBALL,BASKETBALL_1_01_3343106500_27176fc544_1.wav,basketbal,BASKETBALL,validation
3286111436_891ae7dab9_3.wav,1.72,0.66,BASKETBALL,BASKETBALL_1_72_3286111436_891ae7dab9_3.wav,basketbal,BASKETBALL,validation
2944025729_5aecda30ee_2.wav,1.3,0.37,BIKE,BIKE_1_3_2944025729_5aecda30ee_2.wav,bike,BIKE,validation
2956895529_ec6275060e_2.wav,1.57,0.39,BIKE,BIKE_1_57_2956895529_ec6275060e_2.wav,bike,BIKE,validation
3456862740_7550bcddc2_0.wav,2.9,0.42,BIKE,BIKE_2_9_3456862740_7550bcddc2_0.wav,bike,BIKE,validation
2719102611_fef453bf30_1.wav,3.6,0.58,BIKE,BIKE_3_6_2719102611_fef453bf30_1.wav,bike,BIKE,validation
3634281981_d9cf1d1a33_2.wav,2.57,0.35,BIKE,BIKE_2_57_3634281981_d9cf1d1a33_2.wav,bike,BIKE,validation
3278777548_290b881018_3.wav,3.03,0.53,BRIDGE,BRIDGE_3_03_3278777548_290b881018_3.wav,bridg,BRIDGE,validation
3087095548_6df7c2a8ed_4.wav,2.66,0.4,BRIDGE,BRIDGE_2_66_3087095548_6df7c2a8ed_4.wav,bridg,BRIDGE,validation
3016200560_5bf8a70797_4.wav,1.98,0.52,BRIDGE,BRIDGE_1_98_3016200560_5bf8a70797_4.wav,bridg,BRIDGE,validation
95783195_e1ba3f57ca_3.wav,3.88,0.49,BRIDGE,BRIDGE_3_88_95783195_e1ba3f57ca_3.wav,bridg,BRIDGE,validation
136644885_f7d2bbf546_3.wav,3.57,0.42,BRIDGE,BRIDGE_3_57_136644885_f7d2bbf546_3.wav,bridg,BRIDGE,validation
3427540832_c882fded1d_1.wav,2.55,0.54,CAP,CAP_2_55_3427540832_c882fded1d_1.wav,cap,CAP,validation
2396669903_5217a83641_3.wav,1.41,0.33,CAP,CAP_1_41_2396669903_5217a83641_3.wav,cap,CAP,validation
2218519240_cac5aab53c_1.wav,3.16,0.11,CAP,CAP_3_16_2218519240_cac5aab53c_1.wav,cap,CAP,validation
2828583747_8cfb7217af_1.wav,2.66,0.29,CAP,CAP_2_66_2828583747_8cfb7217af_1.wav,cap,CAP,validation
1124448967_2221af8dc5_2.wav,2.31,0.34,CAP,CAP_2_31_1124448967_2221af8dc5_2.wav,cap,CAP,validation
2844846111_8c1cbfc75d_3.wav,1.0,0.4,CLIMBER,CLIMBER_1_0_2844846111_8c1cbfc75d_3.wav,climber,CLIMBER,validation
3459858555_c3f0087a72_3.wav,2.09,0.51,CLIMBER,CLIMBER_2_09_3459858555_c3f0087a72_3.wav,climber,CLIMBER,validation
97577988_65e2eae14a_4.wav,1.24,0.43,CLIMBER,CLIMBER_1_24_97577988_65e2eae14a_4.wav,climber,CLIMBER,validation
3564742915_5f940b95b4_1.wav,1.28,0.5,CLIMBERS,CLIMBERS_1_28_3564742915_5f940b95b4_1.wav,climber,CLIMBERS,validation
352981175_16ff5c07e4_1.wav,0.66,0.39,CLIMBER,CLIMBER_0_66_352981175_16ff5c07e4_1.wav,climber,CLIMBER,validation
3109780402_dbae082dc5_0.wav,1.01,0.48,COLORFUL,COLORFUL_1_01_3109780402_dbae082dc5_0.wav,color,COLORFUL,validation
3604384157_99241be16e_1.wav,2.91,0.46,COLORED,COLORED_2_91_3604384157_99241be16e_1.wav,color,COLORED,validation
2734219983_fe86a60bf9_1.wav,1.25,0.5,COLORFUL,COLORFUL_1_25_2734219983_fe86a60bf9_1.wav,color,COLORFUL,validation
2144049642_070cf541b4_4.wav,3.04,0.44,COLORING,COLORING_3_04_2144049642_070cf541b4_4.wav,color,COLORING,validation
3533145793_5d69f72e41_4.wav,2.38,0.64,COLORFUL,COLORFUL_2_38_3533145793_5d69f72e41_4.wav,color,COLORFUL,validation
3426964258_67a0cee201_1.wav,1.58,0.54,CROWD,CROWD_1_58_3426964258_67a0cee201_1.wav,crowd,CROWD,validation
470887795_8443ce53d0_3.wav,5.19,0.49,CROWDED,CROWDED_5_19_470887795_8443ce53d0_3.wav,crowd,CROWDED,validation
2661294481_b86058b504_0.wav,0.33,0.44,CROWD,CROWD_0_33_2661294481_b86058b504_0.wav,crowd,CROWD,validation
241346260_f50d57b517_3.wav,3.23,0.33,CROWD,CROWD_3_23_241346260_f50d57b517_3.wav,crowd,CROWD,validation
3148571800_c5515e6c3d_4.wav,3.59,0.37,CROWD,CROWD_3_59_3148571800_c5515e6c3d_4.wav,crowd,CROWD,validation
3038045802_93f2cd5fbc_0.wav,0.95,0.32,DOING,DOING_0_95_3038045802_93f2cd5fbc_0.wav,do,DOING,validation
3341077091_7ca0833373_2.wav,0.66,0.23,DOING,DOING_0_66_3341077091_7ca0833373_2.wav,do,DOING,validation
3435233065_3411f2d29d_1.wav,1.4,0.12,DOING,DOING_1_4_3435233065_3411f2d29d_1.wav,do,DOING,validation
2839890871_4b7c7dbd96_1.wav,1.85,0.22,DO,DO_1_85_2839890871_4b7c7dbd96_1.wav,do,DO,validation
3679407035_708774de34_3.wav,2.5,0.17,DO,DO_2_5_3679407035_708774de34_3.wav,do,DO,validation
3715559023_70c41b31c7_2.wav,2.08,0.29,EDGE,EDGE_2_08_3715559023_70c41b31c7_2.wav,edg,EDGE,validation
856985136_649c0a3881_3.wav,1.42,0.25,EDGE,EDGE_1_42_856985136_649c0a3881_3.wav,edg,EDGE,validation
210839948_bbd5bfa3b6_3.wav,3.85,0.48,EDGE,EDGE_3_85_210839948_bbd5bfa3b6_3.wav,edg,EDGE,validation
3554210976_fbd0ef33a3_3.wav,3.02,0.35,EDGE,EDGE_3_02_3554210976_fbd0ef33a3_3.wav,edg,EDGE,validation
462198798_89e2df0358_3.wav,3.07,0.61,EDGE,EDGE_3_07_462198798_89e2df0358_3.wav,edg,EDGE,validation
3435648640_b2f68efb78_3.wav,2.49,0.33,FACE,FACE_2_49_3435648640_b2f68efb78_3.wav,face,FACE,validation
3134387513_ceb75bea0a_2.wav,6.94,0.61,FACES,FACES_6_94_3134387513_ceb75bea0a_2.wav,face,FACES,validation
3444982197_0ff15cc50b_1.wav,4.22,0.54,FACE,FACE_4_22_3444982197_0ff15cc50b_1.wav,face,FACE,validation
1341787777_4f1ebb1793_3.wav,1.8,0.3,FACE,FACE_1_8_1341787777_4f1ebb1793_3.wav,face,FACE,validation
3184031654_34b5c4ffe1_1.wav,3.96,0.71,FACES,FACES_3_96_3184031654_34b5c4ffe1_1.wav,face,FACES,validation
3553476195_fb3747d7c1_4.wav,2.27,0.35,FIGHTING,FIGHTING_2_27_3553476195_fb3747d7c1_4.wav,fight,FIGHTING,validation
2869491449_1041485a6b_0.wav,2.53,0.37,FIGHTING,FIGHTING_2_53_2869491449_1041485a6b_0.wav,fight,FIGHTING,validation
293881927_ac62900fd4_4.wav,1.03,0.39,FIGHTING,FIGHTING_1_03_293881927_ac62900fd4_4.wav,fight,FIGHTING,validation
1055623002_8195a43714_4.wav,3.02,0.72,FIGHT,FIGHT_3_02_1055623002_8195a43714_4.wav,fight,FIGHT,validation
381052465_722e00807b_3.wav,1.01,0.34,FIGHTING,FIGHTING_1_01_381052465_722e00807b_3.wav,fight,FIGHTING,validation
2921430836_3b4d062238_4.wav,0.83,0.49,FOOTBALL,FOOTBALL_0_83_2921430836_3b4d062238_4.wav,footbal,FOOTBALL,validation
241345942_ea76966542_3.wav,0.53,0.58,FOOTBALL,FOOTBALL_0_53_241345942_ea76966542_3.wav,footbal,FOOTBALL,validation
2896668718_0c3cff910f_3.wav,1.31,0.47,FOOTBALL,FOOTBALL_1_31_2896668718_0c3cff910f_3.wav,footbal,FOOTBALL,validation
241347700_ef2451d256_0.wav,3.84,0.62,FOOTBALL,FOOTBALL_3_84_241347700_ef2451d256_0.wav,footbal,FOOTBALL,validation
2949762776_52ece64d28_4.wav,1.36,0.45,FOOTBALL,FOOTBALL_1_36_2949762776_52ece64d28_4.wav,footbal,FOOTBALL,validation
2710416789_555180e399_3.wav,1.7,0.6,GLASSES,GLASSES_1_7_2710416789_555180e399_3.wav,glass,GLASSES,validation
533713007_bf9f3e25b4_3.wav,2.02,0.41,GLASS,GLASS_2_02_533713007_bf9f3e25b4_3.wav,glass,GLASS,validation
3134341610_3c55e373a7_2.wav,6.1,0.66,GLASSES,GLASSES_6_1_3134341610_3c55e373a7_2.wav,glass,GLASSES,validation
3373544964_c9f1253b7d_2.wav,1.74,0.84,GLASSES,GLASSES_1_74_3373544964_c9f1253b7d_2.wav,glass,GLASSES,validation
3500505549_d848209837_1.wav,1.44,0.47,GLASSES,GLASSES_1_44_3500505549_d848209837_1.wav,glass,GLASSES,validation
3025438110_40af7e6a80_0.wav,3.24,0.51,GROUND,GROUND_3_24_3025438110_40af7e6a80_0.wav,ground,GROUND,validation
2513260012_03d33305cf_2.wav,2.19,0.48,GROUND,GROUND_2_19_2513260012_03d33305cf_2.wav,ground,GROUND,validation
3142055158_01b9e4caa4_1.wav,4.07,0.42,GROUND,GROUND_4_07_3142055158_01b9e4caa4_1.wav,ground,GROUND,validation
2108799322_e25aa6e185_3.wav,2.92,0.86,GROUND,GROUND_2_92_2108799322_e25aa6e185_3.wav,ground,GROUND,validation
2273038287_3004a72a34_0.wav,3.28,0.55,GROUND,GROUND_3_28_2273038287_3004a72a34_0.wav,ground,GROUND,validation
3351360323_91bb341350_0.wav,2.53,0.91,GUITAR,GUITAR_2_53_3351360323_91bb341350_0.wav,guitar,GUITAR,validation
1579206585_5ca6a24db0_4.wav,0.53,0.36,GUITAR,GUITAR_0_53_1579206585_5ca6a24db0_4.wav,guitar,GUITAR,validation
3592968286_b63c81bcd2_2.wav,1.84,0.53,GUITAR,GUITAR_1_84_3592968286_b63c81bcd2_2.wav,guitar,GUITAR,validation
334768700_51c439b9ee_1.wav,3.03,0.71,GUITAR,GUITAR_3_03_334768700_51c439b9ee_1.wav,guitar,GUITAR,validation
2728276857_3f83757ef2_3.wav,3.04,0.3,GUITAR,GUITAR_3_04_2728276857_3f83757ef2_3.wav,guitar,GUITAR,validation
707941195_4386109029_0.wav,3.51,0.24,HIM,HIM_3_51_707941195_4386109029_0.wav,him,HIM,validation
140526327_3cb984de09_4.wav,3.2,0.31,HIM,HIM_3_2_140526327_3cb984de09_4.wav,him,HIM,validation
2830755303_2b5444ab4c_4.wav,3.37,0.32,HIM,HIM_3_37_2830755303_2b5444ab4c_4.wav,him,HIM,validation
3546891929_f31a99cd0d_0.wav,5.85,0.38,HIM,HIM_5_85_3546891929_f31a99cd0d_0.wav,him,HIM,validation
2064790732_219e52e19c_1.wav,3.44,0.2,HIM,HIM_3_44_2064790732_219e52e19c_1.wav,him,HIM,validation
551664516_78a5131dc4_1.wav,1.46,0.55,JACKET,JACKET_1_46_551664516_78a5131dc4_1.wav,jacket,JACKET,validation
2998504949_1022fec53b_1.wav,2.24,0.77,JACKET,JACKET_2_24_2998504949_1022fec53b_1.wav,jacket,JACKET,validation
3118425885_f0cc035032_0.wav,1.85,0.36,JACKET,JACKET_1_85_3118425885_f0cc035032_0.wav,jacket,JACKET,validation
340425915_490293058f_4.wav,2.99,0.53,JACKET,JACKET_2_99_340425915_490293058f_4.wav,jacket,JACKET,validation
2248487956_2603f55ab9_0.wav,5.43,0.53,JACKET,JACKET_5_43_2248487956_2603f55ab9_0.wav,jacket,JACKET,validation
3191027142_33e86636ca_0.wav,2.33,0.18,LOT,LOT_2_33_3191027142_33e86636ca_0.wav,lot,LOT,validation
1277185009_06478dd457_1.wav,2.93,0.31,LOTS,LOTS_2_93_1277185009_06478dd457_1.wav,lot,LOTS,validation
3463268965_f22884fc69_2.wav,5.0,0.33,LOT,LOT_5_0_3463268965_f22884fc69_2.wav,lot,LOT,validation
537359971_6e28f5e66e_2.wav,3.17,0.31,LOT,LOT_3_17_537359971_6e28f5e66e_2.wav,lot,LOT,validation
3725202807_12fbfdd207_1.wav,2.58,0.23,LOT,LOT_2_58_3725202807_12fbfdd207_1.wav,lot,LOT,validation
3025513877_1a6160070d_3.wav,2.04,0.34,MAKES,MAKES_2_04_3025513877_1a6160070d_3.wav,make,MAKES,validation
2528489543_546c1ca81f_2.wav,0.94,0.23,MAKES,MAKES_0_94_2528489543_546c1ca81f_2.wav,make,MAKES,validation
2301867590_98c0ecb0cb_3.wav,2.44,0.5,MAKING,MAKING_2_44_2301867590_98c0ecb0cb_3.wav,make,MAKING,validation
2922981282_203f04bf9b_3.wav,2.57,0.45,MAKING,MAKING_2_57_2922981282_203f04bf9b_3.wav,make,MAKING,validation
3244910944_612b8ce98f_4.wav,1.31,0.46,MAKING,MAKING_1_31_3244910944_612b8ce98f_4.wav,make,MAKING,validation
3294964868_16f4f9fa9d_2.wav,2.09,0.58,MOUNTAIN,MOUNTAIN_2_09_3294964868_16f4f9fa9d_2.wav,mountain,MOUNTAIN,validation
3211556865_d1d9becf69_3.wav,1.37,0.54,MOUNTAIN,MOUNTAIN_1_37_3211556865_d1d9becf69_3.wav,mountain,MOUNTAIN,validation
319870744_0e0138d205_2.wav,2.03,0.61,MOUNTAIN,MOUNTAIN_2_03_319870744_0e0138d205_2.wav,mountain,MOUNTAIN,validation
352981175_16ff5c07e4_2.wav,3.64,0.6,MOUNTAINEER,MOUNTAINEER_3_64_352981175_16ff5c07e4_2.wav,mountain,MOUNTAINEER,validation
407678652_1f475acd65_4.wav,1.35,0.31,MOUNTAIN,MOUNTAIN_1_35_407678652_1f475acd65_4.wav,mountain,MOUNTAIN,validation
210625425_fb1ef5d23b_3.wav,3.46,0.28,MUD,MUD_3_46_210625425_fb1ef5d23b_3.wav,mud,MUD,validation
3262647146_a53770a21d_3.wav,1.63,0.22,MUD,MUD_1_63_3262647146_a53770a21d_3.wav,mud,MUD,validation
3694555931_7807db2fb4_0.wav,2.84,0.37,MUD,MUD_2_84_3694555931_7807db2fb4_0.wav,mud,MUD,validation
2597308074_acacc12e1b_2.wav,6.24,0.52,MUD,MUD_6_24_2597308074_acacc12e1b_2.wav,mud,MUD,validation
3162095736_cc41dd41ff_2.wav,4.31,0.34,MUD,MUD_4_31_3162095736_cc41dd41ff_2.wav,mud,MUD,validation
2695961935_a2a6338f26_2.wav,1.95,0.48,OBSTACLE,OBSTACLE_1_95_2695961935_a2a6338f26_2.wav,obstacl,OBSTACLE,validation
2951750234_a4741f708b_1.wav,2.58,0.63,OBSTACLE,OBSTACLE_2_58_2951750234_a4741f708b_1.wav,obstacl,OBSTACLE,validation
3064716525_b8418d4946_3.wav,2.12,0.48,OBSTACLE,OBSTACLE_2_12_3064716525_b8418d4946_3.wav,obstacl,OBSTACLE,validation
537559285_29be110134_1.wav,1.79,0.49,OBSTACLE,OBSTACLE_1_79_537559285_29be110134_1.wav,obstacl,OBSTACLE,validation
3088399255_1bd9a6aa04_1.wav,2.95,0.56,OBSTACLE,OBSTACLE_2_95_3088399255_1bd9a6aa04_1.wav,obstacl,OBSTACLE,validation
3523559027_a65619a34b_3.wav,2.07,0.23,OPEN,OPEN_2_07_3523559027_a65619a34b_3.wav,open,OPEN,validation
251056963_c8b67f0107_1.wav,3.04,0.33,OPEN,OPEN_3_04_251056963_c8b67f0107_1.wav,open,OPEN,validation
2354064281_10afa38206_1.wav,2.44,0.22,OPEN,OPEN_2_44_2354064281_10afa38206_1.wav,open,OPEN,validation
1119418776_58e4b93eac_4.wav,1.59,0.32,OPEN,OPEN_1_59_1119418776_58e4b93eac_4.wav,open,OPEN,validation
2284894733_b710b9b106_1.wav,4.84,0.41,OPEN,OPEN_4_84_2284894733_b710b9b106_1.wav,open,OPEN,validation
2856700531_312528eea4_1.wav,1.92,0.29,OUT,OUT_1_92_2856700531_312528eea4_1.wav,out,OUT,validation
1517340899_ee1c74a8f6_2.wav,4.55,0.15,OUT,OUT_4_55_1517340899_ee1c74a8f6_2.wav,out,OUT,validation
3229913073_e7857a5966_0.wav,2.13,0.26,OUT,OUT_2_13_3229913073_e7857a5966_0.wav,out,OUT,validation
3107558821_f3b205d4ed_3.wav,0.99,0.31,OUT,OUT_0_99_3107558821_f3b205d4ed_3.wav,out,OUT,validation
3412450683_7da035f2de_3.wav,4.11,0.44,OUT,OUT_4_11_3412450683_7da035f2de_3.wav,out,OUT,validation
3171250845_5ae0d2a8bc_2.wav,1.66,0.37,PANTS,PANTS_1_66_3171250845_5ae0d2a8bc_2.wav,pant,PANTS,validation
3638440337_6d5c19a8f0_1.wav,3.84,0.46,PANTS,PANTS_3_84_3638440337_6d5c19a8f0_1.wav,pant,PANTS,validation
2081679622_6f1442367d_4.wav,1.17,0.35,PANTS,PANTS_1_17_2081679622_6f1442367d_4.wav,pant,PANTS,validation
2877424957_9beb1dc49a_3.wav,2.5,0.39,PANTS,PANTS_2_5_2877424957_9beb1dc49a_3.wav,pant,PANTS,validation
2272750492_91e8f67328_3.wav,2.73,0.64,PANTS,PANTS_2_73_2272750492_91e8f67328_3.wav,pant,PANTS,validation
242559369_9ae90ed0b4_0.wav,4.23,0.52,POOL,POOL_4_23_242559369_9ae90ed0b4_0.wav,pool,POOL,validation
524031846_28b11bc0e5_3.wav,2.44,0.47,POOL,POOL_2_44_524031846_28b11bc0e5_3.wav,pool,POOL,validation
3519815055_304dc8e8d6_1.wav,2.53,0.39,POOL,POOL_2_53_3519815055_304dc8e8d6_1.wav,pool,POOL,validation
502671104_b2114246c7_2.wav,2.68,0.46,POOL,POOL_2_68_502671104_b2114246c7_2.wav,pool,POOL,validation
2930580341_d36eec8e3c_1.wav,1.89,0.53,POOL,POOL_1_89_2930580341_d36eec8e3c_1.wav,pool,POOL,validation
3242808166_8638150274_4.wav,0.46,0.33,RIDER,RIDER_0_46_3242808166_8638150274_4.wav,rider,RIDER,validation
3601569729_bf4bf82768_3.wav,2.34,0.49,RIDERS,RIDERS_2_34_3601569729_bf4bf82768_3.wav,rider,RIDERS,validation
3621623690_0095e330bc_1.wav,1.89,0.35,RIDER,RIDER_1_89_3621623690_0095e330bc_1.wav,rider,RIDER,validation
3366105287_49a4bf71c6_4.wav,0.94,0.46,RIDER,RIDER_0_94_3366105287_49a4bf71c6_4.wav,rider,RIDER,validation
3515665835_22e6fb1193_0.wav,1.86,0.61,RIDER,RIDER_1_86_3515665835_22e6fb1193_0.wav,rider,RIDER,validation
2766325714_189bbff388_0.wav,3.56,0.34,ROOM,ROOM_3_56_2766325714_189bbff388_0.wav,room,ROOM,validation
2318721455_80c6644441_1.wav,4.68,0.34,ROOM,ROOM_4_68_2318721455_80c6644441_1.wav,room,ROOM,validation
3663307538_468739e4c3_4.wav,4.19,0.36,ROOM,ROOM_4_19_3663307538_468739e4c3_4.wav,room,ROOM,validation
2363100645_c3423a0433_2.wav,2.13,0.47,ROOM,ROOM_2_13_2363100645_c3423a0433_2.wav,room,ROOM,validation
3592968286_b63c81bcd2_3.wav,3.05,0.37,ROOM,ROOM_3_05_3592968286_b63c81bcd2_3.wav,room,ROOM,validation
3091177347_58c85c1c3b_4.wav,1.97,0.49,SETTING,SETTING_1_97_3091177347_58c85c1c3b_4.wav,set,SETTING,validation
3550255426_4ab03c0d6e_0.wav,4.91,0.57,SETTING,SETTING_4_91_3550255426_4ab03c0d6e_0.wav,set,SETTING,validation
1561658940_a947f2446a_2.wav,2.96,0.46,SET,SET_2_96_1561658940_a947f2446a_2.wav,set,SET,validation
2661294481_b86058b504_0.wav,2.79,0.53,SETTING,SETTING_2_79_2661294481_b86058b504_0.wav,set,SETTING,validation
566446626_9793890f95_2.wav,2.2,0.3,SET,SET_2_2_566446626_9793890f95_2.wav,set,SET,validation
2497420371_74788d7ba1_0.wav,1.5,0.45,SHOPPING,SHOPPING_1_5_2497420371_74788d7ba1_0.wav,shop,SHOPPING,validation
3554210976_fbd0ef33a3_3.wav,3.81,0.47,SHOPPING,SHOPPING_3_81_3554210976_fbd0ef33a3_3.wav,shop,SHOPPING,validation
2752084369_52e7867da7_3.wav,3.94,0.62,SHOPPING,SHOPPING_3_94_2752084369_52e7867da7_3.wav,shop,SHOPPING,validation
2600170955_bf30c5d5c0_3.wav,1.65,0.37,SHOPPING,SHOPPING_1_65_2600170955_bf30c5d5c0_3.wav,shop,SHOPPING,validation
306315650_e064f5c677_3.wav,1.71,0.66,SHOPPING,SHOPPING_1_71_306315650_e064f5c677_3.wav,shop,SHOPPING,validation
244760289_f4467b2b67_2.wav,2.19,0.46,SHORE,SHORE_2_19_244760289_f4467b2b67_2.wav,shore,SHORE,validation
2308271254_27fb466eb4_2.wav,3.38,0.13,SHORE,SHORE_3_38_2308271254_27fb466eb4_2.wav,shore,SHORE,validation
3490597800_8f94f7d353_2.wav,1.57,0.45,SHORE,SHORE_1_57_3490597800_8f94f7d353_2.wav,shore,SHORE,validation
1357753846_6185e26040_0.wav,2.57,0.31,SHORE,SHORE_2_57_1357753846_6185e26040_0.wav,shore,SHORE,validation
3214885227_2be09e7cfb_1.wav,3.2,0.48,SHORE,SHORE_3_2_3214885227_2be09e7cfb_1.wav,shore,SHORE,validation
1397923690_d3bf1f799e_0.wav,1.7,0.52,SKIING,SKIING_1_7_1397923690_d3bf1f799e_0.wav,ski,SKIING,validation
824123145_59243e504e_4.wav,2.04,0.47,SKY,SKY_2_04_824123145_59243e504e_4.wav,ski,SKY,validation
2282600972_c22d1e03c7_2.wav,1.74,0.35,SKIS,SKIS_1_74_2282600972_c22d1e03c7_2.wav,ski,SKIS,validation
514222285_aa0c8d05b7_0.wav,2.06,0.42,SKI,SKI_2_06_514222285_aa0c8d05b7_0.wav,ski,SKI,validation
172097782_f0844ec317_4.wav,1.08,0.25,SKI,SKI_1_08_172097782_f0844ec317_4.wav,ski,SKI,validation
418667611_b9995000f4_3.wav,1.65,0.72,SURFING,SURFING_1_65_418667611_b9995000f4_3.wav,surf,SURFING,validation
772403830_08b72c7da9_3.wav,3.15,0.51,SURF,SURF_3_15_772403830_08b72c7da9_3.wav,surf,SURF,validation
3211577298_14296db6fd_1.wav,1.06,0.43,SURFING,SURFING_1_06_3211577298_14296db6fd_1.wav,surf,SURFING,validation
2976946039_fb9147908d_2.wav,1.31,0.57,SURFING,SURFING_1_31_2976946039_fb9147908d_2.wav,surf,SURFING,validation
3431261634_c73360406a_4.wav,2.79,0.48,SURFING,SURFING_2_79_3431261634_c73360406a_4.wav,surf,SURFING,validation
2380464803_a64f05bfa9_0.wav,1.81,0.47,TABLE,TABLE_1_81_2380464803_a64f05bfa9_0.wav,tabl,TABLE,validation
1430154945_71bbaa094a_3.wav,3.84,0.41,TABLE,TABLE_3_84_1430154945_71bbaa094a_3.wav,tabl,TABLE,validation
107582366_d86f2d3347_0.wav,2.88,0.45,TABLE,TABLE_2_88_107582366_d86f2d3347_0.wav,tabl,TABLE,validation
3172384527_b107385a20_1.wav,1.65,0.48,TABLES,TABLES_1_65_3172384527_b107385a20_1.wav,tabl,TABLES,validation
2206594874_5e0087c6b7_1.wav,1.07,0.4,TABLE,TABLE_1_07_2206594874_5e0087c6b7_1.wav,tabl,TABLE,validation
2947172114_b591f84163_4.wav,2.09,0.42,TEAMS,TEAMS_2_09_2947172114_b591f84163_4.wav,team,TEAMS,validation
3472270112_0a7cb7b27c_0.wav,2.86,0.29,TEAM,TEAM_2_86_3472270112_0a7cb7b27c_0.wav,team,TEAM,validation
3613027188_1645ca1976_4.wav,2.4,0.42,TEAMS,TEAMS_2_4_3613027188_1645ca1976_4.wav,team,TEAMS,validation
3096163135_584901a5ae_0.wav,4.35,0.36,TEAM,TEAM_4_35_3096163135_584901a5ae_0.wav,team,TEAM,validation
3643684044_a131168127_0.wav,0.93,0.29,TEAM,TEAM_0_93_3643684044_a131168127_0.wav,team,TEAM,validation
3229730008_63f8ca2de2_2.wav,0.73,0.58,TEENAGER,TEENAGER_0_73_3229730008_63f8ca2de2_2.wav,teenag,TEENAGER,validation
3673032164_6c6843de87_3.wav,0.86,0.47,TEENAGE,TEENAGE_0_86_3673032164_6c6843de87_3.wav,teenag,TEENAGE,validation
3520079657_b828d96d50_1.wav,0.99,0.66,TEENAGERS,TEENAGERS_0_99_3520079657_b828d96d50_1.wav,teenag,TEENAGERS,validation
2676184321_858eff416b_1.wav,0.5,0.52,TEENAGE,TEENAGE_0_5_2676184321_858eff416b_1.wav,teenag,TEENAGE,validation
3672109677_8caa992671_1.wav,0.77,0.39,TEENAGE,TEENAGE_0_77_3672109677_8caa992671_1.wav,teenag,TEENAGE,validation
103205630_682ca7285b_4.wav,1.91,0.27,TENT,TENT_1_91_103205630_682ca7285b_4.wav,tent,TENT,validation
2066048248_f53f5ef5e2_2.wav,4.2,0.37,TENT,TENT_4_2_2066048248_f53f5ef5e2_2.wav,tent,TENT,validation
535309053_ec737abde8_2.wav,2.08,0.44,TENTS,TENTS_2_08_535309053_ec737abde8_2.wav,tent,TENTS,validation
3260768565_2b725be090_4.wav,3.77,0.48,TENT,TENT_3_77_3260768565_2b725be090_4.wav,tent,TENT,validation
3480052428_c034b98a08_1.wav,2.3,0.37,TENT,TENT_2_3_3480052428_c034b98a08_1.wav,tent,TENT,validation
2593695271_4d9cc9bd6f_0.wav,2.21,0.15,THEIR,THEIR_2_21_2593695271_4d9cc9bd6f_0.wav,their,THEIR,validation
